Scopus,country,2000,2001,2002,2003,2004
60005860,US,24298320700;56976904500;57012798300;57012816600,24298320700;56976904500;57012798300;57012816600,24298320700;57012798300;57012816600,17345610200;24298320700;57012798300;57012816600;57201253932;57210595022;7004344754,17345610200;57012798300;57012816600;57201253932;57210595022;7004344754
60018805,AU,20434672000;35072430100;7006069611;7405935292,20434672000;35072430100;7006069611;7405935292,20434672000;35072430100;7006069611,11939646800;20434672000;35072430100;35483945600;7006069611;7101784266,
60002709,US,22834577000;57190932362;57192124893;57193774010;57201182546,22834577000;57190932362;57192124893;57193774010;57201182546,22834577000;57190932362;57193774010;57201182546,57190932362;57193774010;57201182546,57190932362;57193774010;57201182546;7403540363
60019675,US,35960796200;55424974100;55476437700;6602836409,52164883400;55424974100;55476437700;6602836409,55476437700;6602836409,22937369800;55476437700;6602836409,55476437700
60011256,US,6506535103;6602853464;7101895482;7201859164;7202871255;7403949087,6506535103;6602853464;7101895482;7201859164;7202871255;7403949087,6506535103;6602853464;7101895482;7201859164;7202871255;7403949087,56169939100;6506535103;6602853464;7101895482;7201859164;7202871255;7403949087;9636377800,56169939100;6506535103;6602853464;7101895482;7201859164;7202871255;7403949087;9636377800
60003223,US,57203912621;57884496700,57203912621;57884496700,26429072800;57203912621;57884496700,26429072800;57203912621;57884496700,26429072800;57203912621;57884496700
60009387,KR,36455019800;57198637252;7402516392;8232141900,36455019800;57198637252;7402516392;8232141900,36455019800;57198637252;7402516392;8232141900,36455019800;57192679701;57198637252;7402516392;8232141900,
60018160,US,22939689700;24292892100;56278974500;56637636500;57189652945;57191050316;6507721361;6507736055;6603014366;6603833636;7102665779;7103045552;7801398554;8534932700,22939689700;24292892100;56278974500;6507721361;6507736055;6603833636;7103045552;7801398554;8534932700,24292892100;56278974500;6603833636;7103045552;7801398554;8534932700,22938945600;24292892100;56278974500;57167029200;6603833636;7103045552;7801398554;8534932700,24292892100;56278974500;56637862200;6603833636;7801398554;8534932700
60006953,US,57012420300;57189544980;7005520158;8912500800;8948318400,57012420300;57189544980;7005520158;8912500800;8948318400,57012420300;57189544980;7005520158,57012420300;57189544980;6507565447;7005520158,57012420300;57189544980;7005520158
60014662,US,13004984200;19638658900;22939771800;24302557800;35268833600;35309835200;35737058900;36940059400;56249529100;57189981049;57197580525;57211728255;6507732744;6508010504;6508098516;6508219307;6602460287;6602596210;6602687914;6602976256;7102139518;7102620077;7401655275;7402081026;7406230818,13004984200;19638658900;20436195400;22939771800;35268833600;35309835200;35737058900;36940059400;57189981049;57197580525;57211728255;6507732744;6508010504;6508098516;6508219307;6602460287;6602596210;6602687914;6602976256;7102139518;7401655275;7402081026;7406230818,13004984200;19638658900;20436195400;22939771800;35309835200;36940059400;57197580525;57211728255;6507732744;6508010504;6508098516;6508219307;6602460287;6602596210;6602687914;6602976256;7102139518;7401655275;7402081026;7406230818,13004984200;19638658900;20436195400;22939771800;24337588200;35309835200;36462955000;36940059400;57197580525;57211728255;6505819638;6507732744;6507907938;6508010504;6508098516;6508219307;6602460287;6602596210;6602687914;6602976256;7401655275;7402081026;7402088992;7406230818;8422276100,13004984200;35309835200;36462955000;36940059400;57197580525;57211728255;6505819638;6507907938;6508010504;6508098516;6602460287;6602596210;6602687914;6602976256;7202028162;7401655275;7402088992;8422276100;9536755600
60024813,US,45861088800;6602931154;7004525664,45861088800;6602931154;7004525664,45861088800,45861088800;55121460500,55121460500
60025059,IE,,12765683400;54881312000;56186348200;7202358521;8396129600,12765683400;54881312000;56186348200;7202358521,,
60008724,US,15057854600;15752579100;15847918100;16429576800;16460723500;22734032300;23988714100;24368033900;24369033700;25652997700;35434812100;35608333700;35609177300;36479409400;36952445800;54885038500;55254036700;55710917500;56327374500;57196919510;6602082147;6602246222;6602471525;6602472618;6602745884;6603071468;6603269694;6603323886;6603336320;6603762179;6701461792;6701569106;7003554574;7003626584;7004200508;7004899047;7005965230;7006157135;7006644573;7006961455;7007083292;7102255509;7102421705;7102612639;7102993395;7103243878;7103265313;7402165612;7402556101;8137385500;8416275700;8520304400;8534928500;8871589200;8938240500;9277971900,15057854600;16429576800;22734032300;23988714100;24368033900;24369033700;24456573500;25652997700;35434812100;35608333700;36952445800;54885038500;55254036700;56327374500;57196919510;6602082147;6602472618;6602745884;6603269694;6603336320;6603762179;6701569106;7003554574;7004087804;7004899047;7005965230;7006157135;7006644573;7007083292;7102046372;7102255509;7102421705;7102612639;7103265313;7402556101;8520304400;8871589200;8938240500;9277971900,15057854600;16429576800;22734032300;23988714100;24368033900;24369033700;24456573500;25652997700;35434812100;35608333700;36952445800;54885038500;55254036700;56327374500;57196919510;6602082147;6602472618;6602745884;6603269694;6603336320;6603762179;6701569106;7003554574;7004087804;7004899047;7005965230;7006644573;7007083292;7102046372;7102255509;7102421705;7102612639;7103265313;7402556101;8520304400;8871589200;8938240500,12768770800;13905675700;15057854600;16052353200;16429576800;17347257500;19336384800;22734032300;23094136600;23468733400;23988714100;24323042900;24368033900;24369033700;24456573500;25652997700;35434812100;35608333700;36053923800;36952445800;54885038500;55254036700;56007512700;56041592500;56327374500;57196919510;6602082147;6602472618;6602648108;6602745884;6603269694;6603336320;6603356117;6603663191;6603762179;6701391248;6701569106;6701711758;7003554574;7004087804;7004350645;7004899047;7005108849;7005713122;7005965230;7006644573;7007083292;7102046372;7102255509;7102421705;7102612639;7103265313;7402556101;7402823251;7801345021;8520304400;8871589200;8938240500;9243821300,12768770800;12783344400;13905675700;14046271800;15057854600;16429576800;17347257500;19336384800;24323042900;24369033700;24456573500;35434812100;35608333700;36053923800;54885038500;56041592500;56327374500;57196919510;6507593841;6602082147;6602472618;6602745884;6603336320;6603356117;6603403251;6603663191;6603762179;6701391248;6701569106;6701711758;7003554574;7004087804;7004336434;7005108849;7005722584;7005965230;7006644573;7007083292;7102255509;7102421705;7102612639;7103265313;7202973322;7402556101;7402823251;7801345021;8520304400;8716177800;8871589200;8938240500;9243821300
60012641,US,15737350600;22937270900;24535714600;54415400600;55468970200;55515127100;56377586700;56445089300;57190903818;57191820541;6507111875;7403569186,15737350600;22937270900;24535714600;54415400600;55468970200;55515127100;56377586700;56445089300;57190903818;57191820541;6507111875;7403569186;7404372342,15737350600;22937270900;24535714600;54415400600;55468970200;55515127100;56377586700;57190903818;57191820541;6507111875;7403569186;7404372342,15737350600;22937270900;24535714600;54415400600;55468970200;55515127100;56377586700;57190903818;57191820541;6507111875;7403569186;7404372342,54415400600;55468970200;56377586700;57190903818;6507111875
60112560,FR,27667870000;55974040700,27667870000;55974040700,27667870000;55751976500;55752269200;55974040700;56491551700,,
60009891,FR,24545034700;24922731900;35998398900;55017969100;6506661026;6601993908;6603851313;7003984061;7006247400,14040514500;24545034700;24922731900;35998398900;55017969100;6506661026;6601993908;6603851313;7006247400,14040514500;24545034700;24922731900;35998398900;55017969100;6506661026;6601993908;6603851313;7006247400,,
60016280,US,10240954300;16437212900;16446252200;16457349600;22938751900;22984201900;24454458700;24553271100;35574491000;35816406500;55505755500;55915834800;57191817769;57192358728;57196369068;57485227400;6506388496;6506662168;6507133892;6602164677;6602430074;6602479117;6602673294;6602750506;6602899352;6603286908;6603457488;6701308993;6701429481;6701842975;7003421948;7003534109;7003990695;7004531975;7005095654;7005789067;7101625360;7101864620;7102804200;7102817440;7202325604;7202508403;7401998476;7402060990;7402111745;7402239232;7402752915;7404535228;8120801300,10240954300;15048208500;16437212900;22938751900;22984201900;23007720400;24454458700;24553271100;35574491000;57191817769;57192358728;57196369068;6506388496;6506662168;6507133892;6602164677;6602430074;6603286908;6701308993;7003534109;7004531975;7005039585;7005095654;7005789067;7101864620;7102804200;7202325604;7202508403;7402060990;7402111745;7402752915;8120801300,16437212900;22938751900;22984201900;23007720400;24454458700;24553271100;57191817769;57192358728;57196369068;6506388496;6506662168;6507133892;6602164677;6602430074;6603286908;6701308993;7003534109;7004531975;7005039585;7005789067;7101864620;7102804200;7202325604;7402060990;7402111745;7402752915;8120801300,16067223500;16437212900;22938751900;22984201900;23007720400;24454458700;24553271100;57191817769;57196369068;6506196513;6506388496;6506662168;6507133892;6602164677;6602430074;6603286908;6701308993;7003534109;7003846041;7004531975;7005039585;7005789067;7101864620;7102804200;7202325604;7402060990;7402111745;7402752915;8120801300;8710843500,16067223500;16437212900;22984201900;23007720400;26666382000;34980138900;57191817769;6506388496;6506662168;6602164677;6602430074;6701308993;7003846041;7004531975;7005039585;7005789067;7006892553;7402752915
60023585,US,,,24460997600,,
60001336,US,57217824642,57217824642,57217824642,57217824642,57217824642
60001426,US,10140242900;14521642100;15128262100;16428708400;19633294500;24303418000;24446623700;25948894100;55907197100;56969689600;56976523600;57191115169;57191134718;57192892073;57192939865;6506396220;6507388799;6603220740;6603579600;7004260116;7004434072;7101883438;7102339352;7102435097;7103107210;7404427069,10140242900;19633294500;24303418000;25948894100;55907197100;56976523600;57191115169;57191134718;57192892073;57192939865;6506396220;7101883438;7102339352;7103107210,10140242900;12039769200;19633294500;24303418000;25948894100;55907197100;56976523600;57191115169;57191134718;57192892073;57192939865;6506396220;6701588012;7101883438;7102339352;7103037737;7103107210,10140242900;12039769200;19633294500;24303418000;25948894100;55907197100;56976523600;57191115169;57191134718;57192892073;57192939865;6506396220;6701588012;7101883438;7102339352;7103037737;7103107210,10140242900;12039769200;19633294500;55907197100;57191115169;57191134718;6506396220;6701588012;7102339352;7103037737
60010096,US,41861569400;57192698777;7103336587;7202953211,41861569400;57192698777;7103336587;7202953211,41861569400;57192698777;7103336587,41861161900;41861569400;57192698777;7103336587,41861161900;41861569400;57192698777;7103336587
60012799,US,13905478600;16448870000;17436483900;24293257200;24302235800;25621201000;57064852500;57189399177;57189556443;57199318394;57212462256;6602147115;6603047725;7004142127;7101772253;7102569466;7402445220;7403570189;8547891400;8962625300,13905478600;16448870000;17436483900;24293257200;24302235800;25621201000;57189399177;57199318394;57212462256;6603219480;7003464249;7004142127;7101772253;7402445220;7403570189;7801515569;8428939500;8547891400,13905478600;16448870000;17436483900;24293257200;24302235800;25621201000;57189399177;57199318394;57212462256;6603219480;7003464249;7004142127;7101772253;7202795391;7402445220;7403570189;7801515569;8428939500;8547891400,13905478600;16448870000;17436483900;24293257200;24302235800;25621201000;57189399177;57199318394;57212462256;6603219480;7003464249;7004142127;7202795391;7402445220;7403570189;7801515569;8428939500;8547891400,14421361200;16448870000;17436483900;24293257200;25621201000;56976797800;57212462256;6603219480;7003464249;7202795391;7402445220;7403570189;7801515569;8547891400
60017470,US,24389290000;26032503300;35835813600;35959356900;36055395300;55463900300;55712908600;57191765194;6505782770;6506405494;6602972058;6603557290;7005263194;8782590400,24389290000;26032503300;35959356900;36055395300;55463900300;57191765194;6603557290;7005263194;8251911100,24389290000;26032503300;35959356900;36055395300;55463900300;57191765194;6603557290;7005263194;8251911100,24389290000;26032503300;35959356900;36055395300;55319591800;55463900300;57191765194;6506450175;6603557290;7005263194;7006185511;8251911100,24389290000;26032503300;35959356900;36055395300;55463900300;6603557290;7005263194;7006185511;8251911100
60031138,US,12796314300;14016807100;24315837200;24342390500;24377496100;24791123200;25938202000;36815358400;39160931500;55451545100;57032969800;57189410543;57196368029;57197609642;6503914029;6506170732;6602316995;6602388980;6603426588;6604053007;7004095574;7004445165;7004468271;7006342752;7006438616;7101731383;7101932348;7102777506;7201417280;7202759267;7401746039;7402462968;7402781950;7404387486;8683398100,24315837200;24377496100;25938202000;57032969800;57196368029;57197609642;6503914029;6506170732;6602388980;6603426588;7004095574;7004445165;7004468271;7006342752;7006438616;7102777506;7201417280;7202759267;7401746039;7402462968;7402781950;7404387486,24315837200;24377496100;25938202000;55457939300;57032969800;57196368029;6503914029;6602388980;6603426588;7004095574;7004445165;7004468271;7006342752;7102777506;7201417280;7202759267;7401746039;7402462968;7402781950,22950254800;24315837200;24377496100;25938202000;55457939300;57032969800;57196368029;6503914029;6602388980;6603426588;7003843693;7004095574;7004445165;7004468271;7005839506;7006342752;7102777506;7201417280;7202759267;7401746039;7402462968;7402781950,24377496100;25938202000;55457939300;56133165300;57196368029;6602388980;6603426588;7004095574;7004445165;7004468271;7006342752;7202759267;7401746039;7402462968;7402781950
60004449,US,22985017300;54406113300;6506549736;8446898600;8524588600,6506549736;8524588600,6506549736;8524588600,23135787200;6506549736;8524588600,6506549736;8524588600
60015025,US,55494745400;7405670535,55494745400;7405670535,7405670535,7405670535,
60011188,US,15922423700;16413199400;35069799500;36695855100;57081891300;57189162797;57189402164;57190913919;57197318398;6506762891;6507447889;6602452668;7103161203;7201719294,15922423700;16413199400;57081891300;57189162797;57190913919;57197318398;6506762891;6506853049;6507447889;6602452668;7103161203;7201719294;9633108500,16413199400;57081891300;57189162797;57190913919;57197318398;6506762891;6506853049;6507447889;6602452668;7101639100;7103161203;7201719294;9633108500,16413199400;57081891300;57189162797;57190913919;57197318398;6506762891;6506853049;6507447889;6602452668;7003568524;7101639100;7102741587;7103161203;9633108500,16413199400;57197318398;6506762891;6506853049;6507447889;6602452668;7003568524;7101639100;7102741587;7103161203;9633108500
60076320,US,55435207200;7103384693,35077441300;55435207200;7103384693,35077441300;55435207200;7103384693,24547235400;35077441300;55435207200;7103384693,24547235400;35077441300;55435207200;7103384693
60000701,US,,,,57238930600,
60018610,US,14049649800;16497317600;24289856300;36951710400;55237052600;55432508500;56154043000;57201189706;6603526702,14049649800;16497317600;24289856300;34971408200;36951710400;55237052600;55432508500;56154043000;57201189706;6603526702,14049649800;16497317600;24289856300;36951710400;55237052600;55432508500;56154043000;57201189706;6603526702,14049649800;16497317600;24289856300;36951710400;55237052600;55432508500;56154043000;57201189706;6603526702,14049649800;16497317600;24289856300;36951710400;55237052600;55432508500;56154043000;57025611400;6603526702;8233704200
60028872,US,12797741200;24321822100;35176049800;36810692700;56538537400;56660016000;57203082799;6507728697;6507805411;7004988800;7102374966;7402898754;7801403200;8575970800,35176049800;36810692700;56538537400;57081916800;6507805411;8575970800,35176049800;36810692700;6507805411,35176049800;36810692700;6507805411,35176049800;36810692700;6507805411
60000928,US,13410218100;13605226300;15826395300;22958909200;23005952900;23008679500;24394955500;24451891900;24754888700;35321309000;35876625400;36769358100;36892132800;51965108500;55180991900;55382907700;57506847300;57829306200;6506188691;6601959036;6602131838;6602170183;6602282786;6602326134;6602564569;6602847691;6602884715;6602940286;6603571764;6603730409;6701402142;7003763949;7003815617;7004141521;7004584448;7006210965;7103075840;7103359875;7201823121;7202046204;7402819216;7403527224;7406118573;8650604500;8661412600;8667742100,13410218100;15826395300;22958909200;23005952900;23008679500;24394955500;24451891900;24754888700;36769358100;55180991900;55574192392;57506847300;57829306200;6602131838;6602282786;6602326134;6602847691;6602884715;6603571764;7003763949;7004141521;7103359875;7403656354;8650604500;8661412500;8661412600;8667742100,13410218100;15826395300;22958909200;23005952900;23008679500;24394955500;24451891900;24754888700;26633872700;36769358100;55180991900;55574192392;57829306200;6602131838;6602282786;6602326134;6602847691;6602884715;6603571764;7003763949;7004141521;7103359875;7403656354;8650604500;8661412500;8661412600;8667742100;9745462200,13410218100;15826395300;22958909200;23005952900;23008679500;24394955500;24451891900;24754888700;26633872700;36769358100;55180991900;55553264700;55574192392;56180915700;57829306200;6506782140;6602131838;6602282786;6602326134;6602582312;6602847691;6602884715;6603069458;6603571764;6701537658;6701569119;7003763949;7103359875;7403656354;8650604500;8661412500;8661412600;8667742100;8839791900;9745462200,13410218100;22958909200;23005952900;24394955500;24754888700;25630366900;26633872700;55553264700;56180915700;6507709267;6602151484;6602326134;6602481632;6602582312;6602847691;6602884715;6603069458;6603571764;6701537658;6701569119;6701657094;7003763949;7103359875;8839791900;9745462200
60024793,US,26632418400;35419697700;55996092000;56285187000;57188890002;6505841526;7005262856,26632418400;35419697700;36055122200;55996092000;56285187000;57188890002;6505841526,22984140800;26632418400;35419697700;36055122200;37095385700;55996092000;56285187000;57188890002;6505841526,26632418400;35419697700;36055122200;55996092000;57188890002;6505841526;7004052336,35419697700;36055122200;7004052336
60010537,US,22985840900;24348705200;24439573100;24440788600;36850463600;46461904700;53875420100;55970706500;57195040185;6505892111;6506267151;6506878733;6507624774;6603389704;7004264856;7005479795;7005958536;7103240714;7103381888;8380247200,22985840900;23470907500;24348705200;24439573100;24440788600;55970706500;57195040185;6505892111;6506267151;6507624774;6603389704;7004264856;7005479795;7005958536;7006377717;7103240714;8380247200,22985840900;23470907500;24348705200;24439573100;24440788600;55970706500;57195040185;6505892111;6506267151;6507624774;6601951847;6603389704;7004264856;7005479795;7005958536;7006377717;7103240714;8380247200,22985840900;23470907500;24348705200;24439573100;24440788600;55970706500;56070148100;57195040185;6505892111;6506267151;6507624774;6601951847;6603389704;7004264856;7005479795;7005958536;7006377717;7103240714;8380247200,22985840900;23470907500;24348705200;24439573100;24440788600;55970706500;57195040185;6506267151;6507624774;6601951847;6603389704;7004264856;7005479795;7006377717
60028728,US,13004921400;23164086200;24323725800;25029821000;55662922800;56410572600;56976686600;57111619300;57189705447;57193675953;57198373212;57208997385;6505987916;6507429138;6507457352;6602228436;6602589010;6602871719;6603336171;7003714927;7004562402;7102898136;7401705766;8702555500,13004921400;24323725800;24792809200;56410572600;57111619300;57189705447;57193675953;57208997385;6602228436;6603336171;7004562402;7102898136;7401705766;8702555500,13004921400;24323725800;24524108300;24792809200;56410572600;57111619300;57189705447;57193675953;57208997385;6602228436;6603336171;7004562402;7401705766;8702555500,13004921400;24323725800;24524108300;24792809200;56410572600;56797915600;57111619300;57189705447;57208997385;6602228436;6603336171;7004562402;7202022586;7401705766;8702555500,13004921400;24323725800;24524108300;56410572600;56797915600;57111619300;57189705447;6506933114;6602228436;6603336171;7401705766
60005579,US,54924634700;55729344600;6505870556;6603020937;7202823500,54924634700;55729344600;6603020937;7202823500,54924634700;55729344600;6603020937;7202823500,54924634700;6603020937;7202823500,16246920100;23035353200;54924634700;6603020937;7202823500
60004769,US,57209195112;7101668757,23011726400;36834291900;57209195112;7101668766,23011726400;36834291900;57209195112,23011726400;36834291900;57209195112;8429100400,36834291900;8429100400
60020828,AU,6506886687;6508069002;7201719703,,,,
60027428,US,22936825500;24759766200;57190724937;6506608822;6602873026;7004170982;7406470283,22936825500;24759766200;57190724937;6506608822;7004170982;7406470283,24759766200;57190724937;6506608822;7004170982;7406470283,24759766200;57190724937;6506608822;7004170982;7406470283,24759766200;57190724937;6506608822;7004170982
60017606,US,15749757700;22937488100;22984822300;24301901000;24360322600;24487754000;24494642400;24791258700;26536597200;35742747600;36940397900;55451782700;56907035500;56944173300;56976789700;56980138800;56987778800;57189423448;57203148540;6504361885;6505784352;6505845333;6506351481;6506747890;6507534486;6507697998;6602293048;6603215221;6603710178;6701704560;7003520221;7005269442;7005403962;7006007274;7006225370;7101890817;7102729348;7102942663;7201623833;7202052460;7202107287;7402361988;7403166557;7404105651;7407274758;8369173500;8834714800,15749757700;22937488100;22984822300;24301901000;24360322600;24487754000;26536597200;35742747600;36940397900;55451782700;56907035500;56976789700;56987778800;57189423448;57203148540;6504361885;6505765089;6505784352;6506351481;6506747890;6507534486;6507697998;6602293048;6603215221;7003520221;7005269442;7005403962;7006225370;7101890817;7102057370;7102729348;7102942663;7202052460;7402361988;7402930314;7403166557;7404105651;7407274758;8369173500,22937488100;22984822300;24301901000;24360322600;24487754000;25222601300;26536597200;35742747600;36940397900;55451782700;55697112100;56224687900;56907035500;56976789700;56987778800;57189423448;57203148540;6504361885;6505765089;6505784352;6506351481;6506747890;6507534486;6507697998;6602293048;7005269442;7005403962;7006225370;7101890817;7102057370;7102729348;7102942663;7202052460;7402361988;7402930314;7403166557;7404105651;8369173500,16303644900;22937488100;22984822300;24301901000;24360322600;24487754000;25222601300;35742747600;36940397900;55451782700;55574204192;56224687900;56907035500;56976789700;56987778800;57086087700;57189423448;57203148540;6504361885;6505765089;6505784352;6506351481;6506747890;6507534486;6507697998;6602293048;7005269442;7005403962;7005537494;7006225370;7102057370;7102729348;7102942663;7402361988;7402930314;7403166557;8369173500,16303644900;24360322600;25222601300;55574204192;56224687900;56976789700;56987778800;6504361885;6505765089;6505784352;6506747890;6507534486;6507697998;6602293048;6602329961;7005269442;7005537494;7006225370;7006574991;7102729348;7102942663;7402361988;7402930314
60009668,US,51964679200;56779374900;57190647335;6504439838;6701672997;7203025691,51964679200;56779374900;57190647335;6504439838;6701672997;7203025691,51964679200;56779374900;57189362946;57190647335;6701672997;7003608554;7203025691;8392451200,36851115200;51964679200;56779374900;57189362946;57190647335;6701672997;7003608554;7203025691;8392451200,51964679200;57189362946;57190647335;7003608554;8392451200
60010339,US,22938575200;35180312500;36850405500;53463862600;7005277617;7006346948,22938575200;35180312500;35180659900;36850405500;53463862600;7005277617;7006346948,22938575200;35180312500;35180659900;36850405500;7005277617;7006346948,22938575200;35180312500;35180659900;36798896800;36850405500;7005277617;7006346948,22938575200;35180312500;35180659900;36850405500;7005277617;7006346948
60015206,US,15622176200;16421449000;16499522800;35932878700;38162905200;55012789700;55433142400;55547124267;56047728000;56557809900;56976879900;57007011800;57011965700;57192942675;57195530961;57198281250;6506024141;6506304984;6507124122;6507290037;6507470444;6507525962;6507745157;6507846320;6507961694;6507966929;6508197303;6508310051;6602423382;6602914100;6603392739;7003906115;7004507695;7005098568;7005222080;7006292744;7006369567;7102324990;7102578683;7201879924;7202316584;7203049743;7402350464;7404222528;7407039864;7801618190;8052187400;8314209200;8367340600;8405457100;8453013600;8531365300,15622176200;16421449000;16499522800;35932878700;38162905200;55012789700;55547124267;56047728000;56557809900;57007011800;57011965700;57192942675;57195530961;57196358378;6506304984;6507124122;6507290037;6507470444;6507745157;6507771123;6507961694;6507966929;6508197303;6508310051;6602423382;6602766485;6602926684;6603392739;7004507695;7005222080;7006292744;7006369567;7102324990;7102578683;7103404620;7202316584;7203049743;7402350464;7404222528;7407039864;8405457100;8453013600;8531365300;8634128500,15622176200;16421449000;16499522800;38162905200;55012789700;55547124267;56047728000;56557809900;57007011800;57011965700;57192942675;57196358378;6506304984;6507124122;6507290037;6507470444;6507745157;6507771123;6507961694;6507966929;6508197303;6508310051;6602423382;6602766485;6602926684;6603392739;7004507695;7005222080;7006292744;7006369567;7102324990;7102578683;7202316584;7402350464;7404222528;7407039864;8405457100;8453013600;8531365300,15622176200;16421449000;16499522800;38162905200;55547124267;56557809900;57007011800;57011965700;57192942675;57196358378;6506304984;6507124122;6507290037;6507470444;6507745157;6507771123;6507961694;6507966929;6508197303;6602423382;6602619453;6602766485;6602926684;6603392739;6603963692;6701492403;7004507695;7005222080;7006292744;7006369567;7102324990;7102578683;7202316584;7402350464;7404222528;7407039864;8405457100;8531365300,12445583900;16499522800;38162905200;55547124267;56557809900;57203027285;6506304984;6507124122;6507470444;6507745157;6507961694;6507966929;6602423382;6602766485;7004507695;7005222080;7006292744;7006369567;7102324990;7102578683;7202316584;7402350464;7404222528;7407039864;8531365300
60002092,US,14834109300;15842028700;16404341600;16430318700;16463853100;22936873800;22937025300;22942263300;22985789800;24795058700;25229649600;35614731700;35619751500;36921584000;36954837700;53564291900;55421767500;56271808700;57019958400;57125416300;57189167999;57189174937;57189674974;57191081386;57191133303;57194896107;6503975003;6505493775;6505594884;6506138948;6506470068;6506665663;6506907133;6507522934;6507700587;6508275981;6601967769;6602257982;6602264178;6602336093;6602738361;6602795012;6602839422;6603042707;6603056358;6603276648;6603519629;6603742292;6603911071;6701921732;7003367013;7003399264;7003567557;7003588673;7004289957;7004326710;7004441932;7004522283;7004656155;7005004314;7005495962;7005503817;7006139259;7006530701;7006871714;7101763568;7101943053;7101978589;7102913158;7102929215;7103380739;7201438285;7201714292;7202532467;7401617813;7401794326;7402868784;7403558296;7404795462;7407828956;7801387638;7801476854;8754762500,14071131400;15842028700;16404341600;16430318700;16463853100;16744833200;22936873800;22937025300;22942263300;22985789800;24795058700;25229649600;35619751500;36796902800;36921584000;36954837700;55421767500;56042078600;56271808700;57125416300;57189174937;57189674974;57191081386;57191133303;6503975003;6505493775;6506138948;6506470068;6506907133;6507700587;6508275981;6602264178;6602336093;6602738361;6603042707;6603519629;6603742292;6603911071;6701753982;6701921732;7003367013;7004289957;7004326710;7004441932;7004558240;7005272136;7005495962;7005503817;7006139259;7006530701;7006871714;7101763568;7101978589;7102913158;7102929215;7201438285;7201714292;7202532467;7401617813;7401794326;7402868784;7404795462;7407828956;7801387638;7801476854,12764349000;15842028700;16404341600;16430318700;16463853100;16744833200;22936873800;22937025300;22985789800;24795058700;35619751500;36796902800;36921584000;36954837700;55424905400;56271808700;57125416300;57189174937;57189674974;57191081386;57191098149;57191133303;6503975003;6505493775;6506138948;6506470068;6506907133;6507700587;6508275981;6602264178;6602347075;6602738361;6603042707;6603519629;6603742292;6603911071;6701753982;6701921732;7003367013;7004289957;7004326710;7004441932;7004558240;7005272136;7005495962;7005503817;7006871714;7101763568;7101978589;7102913158;7102929215;7201438285;7201714292;7202532467;7401617813;7401794326;7402868784;7404795462;7404915427;7407828956;7801387638;7801476854,12764349000;14828663700;15842028700;16404341600;16430318700;16463853100;16506648100;16744833200;22936873800;22937025300;22985789800;24066615000;24313036500;24795058700;35619751500;36796902800;36921584000;36954837700;37022206000;55424905400;56271808700;57125416300;57189174937;57189674974;57191081386;57191098149;57191133303;6505493775;6506138948;6506470068;6506907133;6507700587;6508275981;6602264178;6602347075;6602738361;6603042707;6603519629;6603742292;6603911071;6701753982;6701921732;7003367013;7004289957;7004326710;7004441932;7004558240;7005272136;7005495962;7005503817;7006871714;7101763568;7101978589;7102913158;7102929215;7201438285;7201714292;7202532467;7401617813;7401794326;7402868784;7404795462;7404915427;7407828956;7801387638;7801476854;9332338400,12764349000;12765260700;14828663700;15055684900;15842028700;16404341600;16430318700;16463853100;16506648100;22936873800;22937025300;22985789800;24795058700;35619751500;36796902800;36921584000;36954837700;55424905400;56271808700;57125416300;57189174937;57189674974;57191098149;57191133303;6505493775;6506138948;6506907133;6602264178;6602347075;6602738361;6603042707;6603519629;6603742292;6701753982;6701921732;7004289957;7004326710;7004558240;7005272136;7005503817;7006871714;7101763568;7101978589;7102913158;7102929215;7401794326;7404795462;7404915427;7407828956;7801387638;7801476854;8648750600
